"TOA5","CR800Series","CR800","24411","CR800.Std.25","CPU:experimento01.CR8","12315","exp01"
"TIMESTAMP","RECORD","batt_volt_Min","PTemp","t_terra","t_agua"
"TS","RN","","","",""
"","","Min","Smp","Smp","Smp"
"2024-02-28 07:47:08",0,12.34,25.85,25.44,24.53
"2024-02-28 07:47:09",1,12.33,25.85,25.45,24.49
"2024-02-28 07:47:10",2,12.33,25.85,25.44,24.5
"2024-02-28 07:47:11",3,12.33,25.85,25.4,24.5
"2024-02-28 07:47:12",4,12.33,25.85,25.43,24.48
"2024-02-28 07:47:13",5,12.33,25.85,25.42,24.5
"2024-02-28 07:47:14",6,12.33,25.85,25.42,24.5
"2024-02-28 07:47:15",7,12.33,25.85,25.39,24.53
"2024-02-28 07:47:16",8,12.33,25.85,25.38,24.52
"2024-02-28 07:47:17",9,12.34,25.85,25.4,24.51
"2024-02-28 07:47:18",10,12.33,25.85,25.41,24.53
"2024-02-28 07:47:19",11,12.34,25.85,25.4,24.51
"2024-02-28 07:47:20",12,12.34,25.85,25.4,24.49
"2024-02-28 07:47:21",13,12.34,25.85,25.42,24.5
"2024-02-28 07:47:22",14,12.34,25.85,25.37,24.49
"2024-02-28 07:47:23",15,12.34,25.85,25.4,24.49
"2024-02-28 07:47:24",16,12.34,25.85,25.39,24.5
"2024-02-28 07:47:25",17,12.34,25.85,25.41,24.52
"2024-02-28 07:47:26",18,12.34,25.85,25.42,24.52
"2024-02-28 07:47:27",19,12.34,25.85,25.42,24.55
"2024-02-28 07:47:28",20,12.34,25.85,25.44,24.52
"2024-02-28 07:47:29",21,12.34,25.85,25.47,24.55
"2024-02-28 07:47:30",22,12.34,25.85,25.46,24.51
"2024-02-28 07:47:31",23,12.35,25.83,25.44,24.49
"2024-02-28 07:47:32",24,12.34,25.85,25.46,24.48
"2024-02-28 07:47:33",25,12.34,25.83,25.44,24.42
"2024-02-28 07:47:34",26,12.35,25.85,25.48,24.46
"2024-02-28 07:47:35",27,12.34,25.85,25.49,24.46
"2024-02-28 07:47:36",28,12.34,25.83,25.47,24.41
"2024-02-28 07:47:37",29,12.34,25.83,25.45,24.4
"2024-02-28 07:47:38",30,12.34,25.83,25.46,24.41
"2024-02-28 07:47:39",31,12.35,25.83,25.45,24.41
"2024-02-28 07:47:40",32,12.34,25.83,25.45,24.43
"2024-02-28 07:47:41",33,12.34,25.83,25.44,24.44
"2024-02-28 07:47:42",34,12.34,25.83,25.43,24.44
"2024-02-28 07:47:43",35,12.34,25.83,25.44,24.43
"2024-02-28 07:47:44",36,12.34,25.83,25.42,24.43
"2024-02-28 07:47:45",37,12.34,25.83,25.41,24.43
"2024-02-28 07:47:46",38,12.34,25.83,25.4,24.44
"2024-02-28 07:47:47",39,12.34,25.83,25.43,24.43
"2024-02-28 07:47:48",40,12.34,25.83,25.44,24.44
"2024-02-28 07:47:49",41,12.35,25.83,25.44,24.42
"2024-02-28 07:47:50",42,12.34,25.83,25.49,24.41
"2024-02-28 07:47:51",43,12.34,25.83,25.45,24.41
"2024-02-28 07:47:52",44,12.34,25.83,25.44,24.36
"2024-02-28 07:47:53",45,12.34,25.83,25.43,24.31
"2024-02-28 07:47:54",46,12.34,25.83,25.43,24.3
"2024-02-28 07:47:55",47,12.34,25.83,25.41,24.33
"2024-02-28 07:47:56",48,12.34,25.83,25.41,24.34
"2024-02-28 07:47:57",49,12.34,25.83,25.42,24.38
"2024-02-28 07:47:58",50,12.34,25.83,25.42,24.39
"2024-02-28 07:47:59",51,12.34,25.83,25.41,24.4
"2024-02-28 07:48:00",52,12.34,25.83,25.43,24.43
"2024-02-28 07:48:01",53,12.34,25.83,25.43,24.45
"2024-02-28 07:48:02",54,12.34,25.83,25.42,24.46
"2024-02-28 07:48:03",55,12.34,25.83,25.4,24.52
"2024-02-28 07:48:04",56,12.34,25.83,25.39,24.52
"2024-02-28 07:48:05",57,12.34,25.83,25.41,24.5
"2024-02-28 07:48:06",58,12.34,25.83,25.39,24.52
"2024-02-28 07:48:07",59,12.34,25.83,25.39,24.53
"2024-02-28 07:48:08",60,12.34,25.83,25.42,24.54
"2024-02-28 07:48:09",61,12.34,25.83,25.41,24.56
"2024-02-28 07:48:10",62,12.35,25.83,25.41,24.55
"2024-02-28 07:48:11",63,12.34,25.83,25.44,24.54
"2024-02-28 07:48:12",64,12.34,25.83,25.42,24.53
"2024-02-28 07:48:13",65,12.34,25.83,25.45,24.53
"2024-02-28 07:48:14",66,12.34,25.83,25.44,24.53
"2024-02-28 07:48:15",67,12.35,25.83,25.45,24.54
"2024-02-28 07:48:16",68,12.35,25.83,25.44,24.54
"2024-02-28 07:48:17",69,12.35,25.83,25.47,24.53
"2024-02-28 07:48:18",70,12.35,25.83,25.44,24.51
"2024-02-28 07:48:19",71,12.35,25.83,25.49,24.51
"2024-02-28 07:48:20",72,12.34,25.83,25.49,24.53
"2024-02-28 07:48:21",73,12.35,25.83,25.49,24.55
"2024-02-28 07:48:22",74,12.34,25.83,25.52,24.53
"2024-02-28 07:48:23",75,12.34,25.83,25.52,24.52
"2024-02-28 07:48:24",76,12.35,25.83,25.49,24.48
"2024-02-28 07:48:25",77,12.34,25.83,25.5,24.41
"2024-02-28 07:48:26",78,12.34,25.83,25.5,24.43
"2024-02-28 07:48:27",79,12.34,25.83,25.49,24.38
"2024-02-28 07:48:28",80,12.34,25.83,25.48,24.33
"2024-02-28 07:48:29",81,12.34,25.83,25.47,24.33
"2024-02-28 07:48:30",82,12.34,25.83,25.47,24.33
"2024-02-28 07:48:31",83,12.34,25.83,25.48,24.33
"2024-02-28 07:48:32",84,12.34,25.83,25.44,24.31
"2024-02-28 07:48:33",85,12.34,25.83,25.45,24.31
"2024-02-28 07:48:34",86,12.34,25.83,25.44,24.32
"2024-02-28 07:48:35",87,12.34,25.83,25.44,24.33
"2024-02-28 07:48:36",88,12.34,25.83,25.44,24.34
"2024-02-28 07:48:37",89,12.34,25.83,25.45,24.36
"2024-02-28 07:48:38",90,12.34,25.83,25.46,24.39
"2024-02-28 07:48:39",91,12.34,25.83,25.45,24.41
"2024-02-28 07:48:40",92,12.34,25.83,25.46,24.43
"2024-02-28 07:48:41",93,12.34,25.83,25.45,24.42
"2024-02-28 07:48:42",94,12.35,25.83,25.47,24.41
"2024-02-28 07:48:43",95,12.35,25.83,25.48,24.39
"2024-02-28 07:48:44",96,12.35,25.83,25.48,24.41
"2024-02-28 07:48:45",97,12.35,25.83,25.49,24.43
"2024-02-28 07:48:46",98,12.35,25.83,25.45,24.5
"2024-02-28 07:48:47",99,12.34,25.83,25.47,24.52
"2024-02-28 07:48:48",100,12.34,25.83,25.45,24.55
"2024-02-28 07:48:49",101,12.34,25.83,25.48,24.59
"2024-02-28 07:48:50",102,12.34,25.79,25.31,24.53
"2024-02-28 07:48:51",103,12.34,25.79,25.4,24.57
"2024-02-28 07:48:52",104,12.34,25.79,25.39,24.55
"2024-02-28 07:48:53",105,12.34,25.79,25.37,24.55
"2024-02-28 07:48:54",106,12.34,25.79,25.43,24.57
"2024-02-28 07:48:55",107,12.34,25.79,25.42,24.58
"2024-02-28 07:48:56",108,12.34,25.79,25.45,24.58
"2024-02-28 07:48:57",109,12.34,25.79,25.43,24.59
"2024-02-28 07:48:58",110,12.34,25.79,25.43,24.58
"2024-02-28 07:48:59",111,12.34,25.79,25.42,24.58
"2024-02-28 07:49:00",112,12.34,25.79,25.41,24.54
"2024-02-28 07:49:01",113,12.34,25.79,25.38,24.51
"2024-02-28 07:49:02",114,12.35,25.79,25.34,24.47
"2024-02-28 07:49:03",115,12.35,25.79,25.32,24.44
"2024-02-28 07:49:04",116,12.35,25.79,25.35,24.45
"2024-02-28 07:49:05",117,12.35,25.79,25.29,24.44
"2024-02-28 07:49:06",118,12.35,25.79,25.29,24.44
"2024-02-28 07:49:07",119,12.35,25.79,25.28,24.44
"2024-02-28 07:49:08",120,12.35,25.79,25.27,24.4
"2024-02-28 07:49:09",121,12.35,25.79,25.29,24.39
"2024-02-28 07:49:10",122,12.35,25.79,25.29,24.35
"2024-02-28 07:49:11",123,12.35,25.79,25.29,24.32
"2024-02-28 07:49:12",124,12.35,25.79,25.26,24.39
"2024-02-28 07:49:13",125,12.35,25.79,25.29,24.43
"2024-02-28 07:49:14",126,12.35,25.79,25.28,24.49
"2024-02-28 07:49:15",127,12.35,25.79,25.32,24.51
"2024-02-28 07:49:16",128,12.35,25.79,25.3,24.53
"2024-02-28 07:49:17",129,12.35,25.79,25.3,24.55
"2024-02-28 07:49:18",130,12.35,25.79,25.31,24.56
"2024-02-28 07:49:19",131,12.35,25.79,25.29,24.61
"2024-02-28 07:49:20",132,12.35,25.79,25.3,24.59
"2024-02-28 07:49:21",133,12.34,25.79,25.3,24.58
"2024-02-28 07:49:22",134,12.35,25.79,25.31,24.59
"2024-02-28 07:49:23",135,12.35,25.79,25.31,24.58
"2024-02-28 07:49:24",136,12.35,25.79,25.3,24.61
"2024-02-28 07:49:25",137,12.35,25.79,25.3,24.56
"2024-02-28 07:49:26",138,12.35,25.79,25.31,24.55
"2024-02-28 07:49:27",139,12.34,25.79,25.31,24.58
"2024-02-28 07:49:28",140,12.34,25.79,25.31,24.51
"2024-02-28 07:49:29",141,12.35,25.76,25.26,24.42
"2024-02-28 07:49:30",142,12.35,25.79,25.26,24.44
"2024-02-28 07:49:31",143,12.35,25.76,25.24,24.36
"2024-02-28 07:49:32",144,12.35,25.79,25.27,24.36
"2024-02-28 07:49:33",145,12.35,25.79,25.28,24.37
"2024-02-28 07:49:34",146,12.35,25.76,25.22,24.33
"2024-02-28 07:49:35",147,12.35,25.79,25.26,24.38
"2024-02-28 07:49:36",148,12.35,25.76,25.24,24.32
"2024-02-28 07:49:37",149,12.35,25.76,25.23,24.36
"2024-02-28 07:49:38",150,12.35,25.76,25.23,24.38
"2024-02-28 07:49:39",151,12.35,25.76,25.26,24.39
"2024-02-28 07:49:40",152,12.35,25.76,25.24,24.43
"2024-02-28 07:49:41",153,12.35,25.76,25.22,24.39
"2024-02-28 07:49:42",154,12.35,25.76,25.21,24.38
"2024-02-28 07:49:43",155,12.35,25.79,25.23,24.4
"2024-02-28 07:49:44",156,12.34,25.76,25.18,24.36
"2024-02-28 07:49:45",157,12.35,25.79,25.2,24.39
"2024-02-28 07:49:46",158,12.34,25.76,25.17,24.36
"2024-02-28 07:49:47",159,12.35,25.76,25.15,24.35
"2024-02-28 07:49:48",160,12.34,25.76,25.14,24.35
"2024-02-28 07:49:49",161,12.34,25.79,25.16,24.39
"2024-02-28 07:49:50",162,12.35,25.76,25.12,24.33
"2024-02-28 07:49:51",163,12.35,25.76,25.1,24.32
"2024-02-28 07:49:52",164,12.34,25.76,25.13,24.32
"2024-02-28 07:49:53",165,12.35,25.76,25.12,24.36
"2024-02-28 07:49:54",166,12.34,25.76,25.14,24.35
"2024-02-28 07:49:55",167,12.34,25.76,25.12,24.36
"2024-02-28 07:49:56",168,12.35,25.76,25.14,24.35
"2024-02-28 07:49:57",169,12.35,25.76,25.16,24.35
"2024-02-28 07:49:58",170,12.35,25.76,25.14,24.35
"2024-02-28 07:49:59",171,12.35,25.76,25.17,24.34
"2024-02-28 07:50:00",172,12.34,25.76,25.17,24.36
"2024-02-28 07:50:01",173,12.34,25.76,25.18,24.36
"2024-02-28 07:50:02",174,12.34,25.76,25.18,24.39
"2024-02-28 07:50:03",175,12.34,25.76,25.19,24.41
"2024-02-28 07:50:04",176,12.34,25.76,25.19,24.43
"2024-02-28 07:50:05",177,12.35,25.76,25.19,24.44
"2024-02-28 07:50:06",178,12.34,25.76,25.18,24.43
"2024-02-28 07:50:07",179,12.34,25.76,25.16,24.45
"2024-02-28 07:50:08",180,12.34,25.76,25.18,24.47
"2024-02-28 07:50:09",181,12.34,25.76,25.18,24.46
"2024-02-28 07:50:10",182,12.34,25.76,25.18,24.47
"2024-02-28 07:50:11",183,12.34,25.76,25.2,24.46
"2024-02-28 07:50:12",184,12.34,25.76,25.21,24.46
"2024-02-28 07:50:13",185,12.34,25.76,25.24,24.5
"2024-02-28 07:50:14",186,12.34,25.76,25.26,24.47
"2024-02-28 07:50:15",187,12.35,25.76,25.28,24.46
"2024-02-28 07:50:16",188,12.34,25.76,25.27,24.41
"2024-02-28 07:50:17",189,12.34,25.76,25.26,24.36
"2024-02-28 07:50:18",190,12.34,25.76,25.27,24.36
"2024-02-28 07:50:19",191,12.34,25.76,25.26,24.39
"2024-02-28 07:50:20",192,12.34,25.76,25.26,24.38
"2024-02-28 07:50:21",193,12.34,25.76,25.25,24.36
"2024-02-28 07:50:22",194,12.34,25.76,25.25,24.35
"2024-02-28 07:50:23",195,12.34,25.76,25.25,24.31
"2024-02-28 07:50:24",196,12.33,25.76,25.23,24.31
"2024-02-28 07:50:25",197,12.33,25.76,25.25,24.29
"2024-02-28 07:50:26",198,12.34,25.76,25.25,24.3
"2024-02-28 07:50:27",199,12.34,25.76,25.24,24.29
"2024-02-28 07:50:28",200,12.34,25.76,25.25,24.27
"2024-02-28 07:50:29",201,12.34,25.76,25.26,24.25
"2024-02-28 07:50:30",202,12.34,25.76,25.26,24.28
"2024-02-28 07:50:31",203,12.34,25.76,25.26,24.29
"2024-02-28 07:50:32",204,12.34,25.76,25.25,24.27
"2024-02-28 07:50:33",205,12.34,25.76,25.26,24.27
"2024-02-28 07:50:34",206,12.34,25.76,25.23,24.24
"2024-02-28 07:50:35",207,12.34,25.76,25.25,24.23
"2024-02-28 07:50:36",208,12.34,25.76,25.23,24.24
"2024-02-28 07:50:37",209,12.34,25.76,25.22,24.22
"2024-02-28 07:50:38",210,12.34,25.76,25.25,24.22
"2024-02-28 07:50:39",211,12.34,25.76,25.23,24.19
"2024-02-28 07:50:40",212,12.34,25.76,25.22,24.22
"2024-02-28 07:50:41",213,12.34,25.76,25.23,24.21
"2024-02-28 07:50:42",214,12.35,25.76,25.19,24.21
"2024-02-28 07:50:43",215,12.34,25.76,25.2,24.19
"2024-02-28 07:50:44",216,12.34,25.76,25.18,24.23
"2024-02-28 07:50:45",217,12.34,25.76,25.18,24.22
"2024-02-28 07:50:46",218,12.34,25.76,25.22,24.26
"2024-02-28 07:50:47",219,12.34,25.73,25.18,24.23
"2024-02-28 07:50:48",220,12.34,25.76,25.19,24.26
"2024-02-28 07:50:49",221,12.34,25.73,25.17,24.18
"2024-02-28 07:50:50",222,12.34,25.76,25.2,24.2
"2024-02-28 07:50:51",223,12.34,25.76,25.19,24.23
"2024-02-28 07:50:52",224,12.34,25.76,25.18,24.21
"2024-02-28 07:50:53",225,12.34,25.76,25.19,24.17
"2024-02-28 07:50:54",226,12.35,25.76,25.18,24.19
"2024-02-28 07:50:55",227,12.34,25.76,25.19,24.23
"2024-02-28 07:50:56",228,12.35,25.76,25.19,24.26
"2024-02-28 07:50:57",229,12.34,25.76,25.15,24.27
"2024-02-28 07:50:58",230,12.34,25.76,25.18,24.33
"2024-02-28 07:50:59",231,12.34,25.76,25.16,24.31
"2024-02-28 07:51:00",232,12.34,25.76,25.17,24.31
"2024-02-28 07:51:01",233,12.34,25.76,25.18,24.31
"2024-02-28 07:51:02",234,12.34,25.76,25.18,24.31
"2024-02-28 07:51:03",235,12.34,25.73,24.85,24.4
"2024-02-28 07:51:04",236,12.34,25.76,25.36,24.52
"2024-02-28 07:51:05",237,12.35,25.73,25.31,24.59
"2024-02-28 07:51:06",238,12.35,25.76,25.37,24.69
"2024-02-28 07:51:07",239,12.34,25.73,25.33,24.78
"2024-02-28 07:51:08",240,12.33,25.73,25.34,24.83
"2024-02-28 07:51:09",241,12.34,25.73,25.31,24.89
"2024-02-28 07:51:10",242,12.34,25.73,25.33,24.9
"2024-02-28 07:51:11",243,12.34,25.73,25.34,24.95
"2024-02-28 07:51:12",244,12.34,25.73,25.34,25
"2024-02-28 07:51:13",245,12.34,25.73,25.32,25.04
"2024-02-28 07:51:14",246,12.34,25.73,25.34,25.06
"2024-02-28 07:51:15",247,12.34,25.73,25.34,25.09
"2024-02-28 07:51:16",248,12.35,25.73,25.34,25.08
"2024-02-28 07:51:17",249,12.34,25.73,25.32,25.12
"2024-02-28 07:51:18",250,12.34,25.73,25.31,25.15
"2024-02-28 07:51:19",251,12.34,25.73,25.32,25.17
"2024-02-28 07:51:20",252,12.34,25.73,25.3,25.18
"2024-02-28 07:51:21",253,12.34,25.73,25.32,25.19
"2024-02-28 07:51:22",254,12.34,25.73,25.31,25.2
"2024-02-28 07:51:23",255,12.34,25.73,25.34,25.23
"2024-02-28 07:51:24",256,12.34,25.73,25.32,25.22
"2024-02-28 07:51:25",257,12.34,25.73,25.34,25.24
"2024-02-28 07:51:26",258,12.34,25.73,25.34,25.25
"2024-02-28 07:51:27",259,12.34,25.73,25.34,25.29
"2024-02-28 07:51:28",260,12.34,25.73,25.34,25.28
"2024-02-28 07:51:29",261,12.34,25.73,25.34,25.29
"2024-02-28 07:51:30",262,12.34,25.73,25.32,25.28
"2024-02-28 07:51:31",263,12.34,25.73,25.33,25.3
"2024-02-28 07:51:32",264,12.34,25.73,25.33,25.31
"2024-02-28 07:51:33",265,12.34,25.73,25.34,25.3
"2024-02-28 07:51:34",266,12.34,25.73,25.34,25.31
"2024-02-28 07:51:35",267,12.34,25.73,25.34,25.33
"2024-02-28 07:51:36",268,12.34,25.73,25.34,25.33
"2024-02-28 07:51:37",269,12.34,25.73,25.34,25.35
"2024-02-28 07:51:38",270,12.34,25.73,25.38,25.37
"2024-02-28 07:51:39",271,12.34,25.73,25.39,25.33
"2024-02-28 07:51:40",272,12.34,25.73,25.37,25.34
"2024-02-28 07:51:41",273,12.34,25.73,25.39,25.37
"2024-02-28 07:51:42",274,12.34,25.73,25.37,25.37
"2024-02-28 07:51:43",275,12.34,25.73,25.38,25.39
"2024-02-28 07:51:44",276,12.34,25.7,25.36,25.36
"2024-02-28 07:51:45",277,12.34,25.73,25.39,25.41
"2024-02-28 07:51:46",278,12.34,25.7,25.38,25.37
"2024-02-28 07:51:47",279,12.34,25.7,25.36,25.38
"2024-02-28 07:51:48",280,12.34,25.7,25.32,25.39
"2024-02-28 07:51:49",281,12.34,25.7,25.32,25.37
"2024-02-28 07:51:50",282,12.34,25.7,25.35,25.39
"2024-02-28 07:51:51",283,12.34,25.7,25.35,25.36
"2024-02-28 07:51:52",284,12.34,25.7,25.33,25.36
"2024-02-28 07:51:53",285,12.34,25.7,25.32,25.35
"2024-02-28 07:51:54",286,12.34,25.7,25.32,25.35
"2024-02-28 07:51:55",287,12.34,25.7,25.33,25.36
"2024-02-28 07:51:56",288,12.34,25.7,25.33,25.36
"2024-02-28 07:51:57",289,12.34,25.7,25.32,25.36
"2024-02-28 07:51:58",290,12.34,25.7,25.34,25.36
"2024-02-28 07:51:59",291,12.34,25.7,25.33,25.36
"2024-02-28 07:52:00",292,12.34,25.7,25.31,25.36
"2024-02-28 07:52:01",293,12.34,25.7,25.33,25.34
"2024-02-28 07:52:02",294,12.34,25.7,25.31,25.38
"2024-02-28 07:52:03",295,12.34,25.7,25.31,25.36
"2024-02-28 07:52:04",296,12.35,25.7,25.33,25.37
"2024-02-28 07:52:05",297,12.35,25.7,25.3,25.38
"2024-02-28 07:52:06",298,12.34,25.7,25.31,25.39
"2024-02-28 07:52:07",299,12.34,25.7,25.29,25.39
"2024-02-28 07:52:08",300,12.35,25.7,25.27,25.4
"2024-02-28 07:52:09",301,12.34,25.7,25.3,25.41
"2024-02-28 07:52:10",302,12.35,25.7,25.27,25.41
"2024-02-28 07:52:11",303,12.35,25.7,25.28,25.4
"2024-02-28 07:52:12",304,12.34,25.7,25.3,25.42
"2024-02-28 07:52:13",305,12.34,25.7,25.31,25.41
"2024-02-28 07:52:14",306,12.34,25.7,25.31,25.4
"2024-02-28 07:52:15",307,12.34,25.7,25.31,25.41
"2024-02-28 07:52:16",308,12.35,25.7,25.31,25.42
"2024-02-28 07:52:17",309,12.34,25.7,25.33,25.41
"2024-02-28 07:52:18",310,12.34,25.7,25.26,25.41
"2024-02-28 07:52:19",311,12.34,25.7,24.91,25.34
"2024-02-28 07:52:20",312,12.34,25.7,24.89,25.36
"2024-02-28 07:52:21",313,12.34,25.7,25.02,25.4
"2024-02-28 07:52:22",314,12.34,25.7,25.1,25.42
"2024-02-28 07:52:23",315,12.34,25.7,24.64,25.5
"2024-02-28 07:52:24",316,12.34,25.7,25.24,25.67
"2024-02-28 07:52:25",317,12.35,25.7,25.3,25.55
"2024-02-28 07:52:26",318,12.34,25.7,25.31,25.52
"2024-02-28 07:52:27",319,12.35,25.7,25.32,25.53
"2024-02-28 07:52:28",320,12.34,25.7,25.33,25.53
"2024-02-28 07:52:29",321,12.34,25.7,24.99,25.52
"2024-02-28 07:52:30",322,12.34,25.7,24.75,25.5
"2024-02-28 07:52:31",323,12.34,25.7,24.66,25.46
"2024-02-28 07:52:32",324,12.35,25.7,24.88,25.41
"2024-02-28 07:52:33",325,12.35,25.7,24.93,25.4
"2024-02-28 07:52:34",326,12.34,25.7,25.05,25.41
"2024-02-28 07:52:35",327,12.34,25.7,24.87,25.27
"2024-02-28 07:52:36",328,12.34,25.7,24.92,25.1
"2024-02-28 07:52:37",329,12.34,25.7,25.17,24.99
"2024-02-28 07:52:38",330,12.34,25.7,25.05,24.84
"2024-02-28 07:52:39",331,12.34,25.7,24.94,24.77
"2024-02-28 07:52:40",332,12.34,25.7,24.86,24.73
"2024-02-28 07:52:41",333,12.33,25.7,24.8,24.69
"2024-02-28 07:52:42",334,12.33,25.7,24.78,24.7
"2024-02-28 07:52:43",335,12.34,25.7,24.71,24.68
"2024-02-28 07:52:44",336,12.34,25.7,24.75,24.63
"2024-02-28 07:52:45",337,12.33,25.7,24.78,24.63
"2024-02-28 07:52:46",338,12.34,25.7,24.74,24.63
"2024-02-28 07:52:47",339,12.33,25.7,24.78,24.63
"2024-02-28 07:52:48",340,12.34,25.7,24.8,24.59
"2024-02-28 07:52:49",341,12.34,25.7,24.78,24.73
"2024-02-28 07:52:50",342,12.34,25.7,24.77,24.79
"2024-02-28 07:52:51",343,12.33,25.7,24.81,24.82
"2024-02-28 07:52:52",344,12.34,25.7,24.83,24.86
"2024-02-28 07:52:53",345,12.33,25.7,24.73,24.86
"2024-02-28 07:52:54",346,12.33,25.7,24.71,24.84
"2024-02-28 07:52:55",347,12.33,25.7,24.75,24.79
"2024-02-28 07:52:56",348,12.33,25.7,24.67,24.72
"2024-02-28 07:52:57",349,12.34,25.7,24.59,24.73
"2024-02-28 07:52:58",350,12.34,25.7,24.69,24.64
"2024-02-28 07:52:59",351,12.34,25.7,24.74,24.62
"2024-02-28 07:53:00",352,12.34,25.7,24.78,24.57
"2024-02-28 07:53:01",353,12.34,25.7,24.75,24.49
"2024-02-28 07:53:02",354,12.34,25.7,24.73,24.41
"2024-02-28 07:53:03",355,12.34,25.7,24.7,24.37
"2024-02-28 07:53:04",356,12.34,25.7,24.67,24.36
"2024-02-28 07:53:05",357,12.34,25.7,24.71,24.33
"2024-02-28 07:53:06",358,12.34,25.7,24.76,24.33
"2024-02-28 07:53:07",359,12.34,25.7,24.8,24.34
"2024-02-28 07:53:08",360,12.34,25.7,24.84,24.34
"2024-02-28 07:53:09",361,12.35,25.7,24.93,24.37
"2024-02-28 07:53:10",362,12.34,25.7,24.95,24.36
"2024-02-28 07:53:11",363,12.35,25.7,24.97,24.35
"2024-02-28 07:53:12",364,12.35,25.7,24.99,24.39
"2024-02-28 07:53:13",365,12.35,25.67,24.95,24.4
"2024-02-28 07:53:14",366,12.34,25.7,25.03,24.44
"2024-02-28 07:53:15",367,12.34,25.7,25.07,24.46
"2024-02-28 07:53:16",368,12.34,25.7,25.07,24.48
"2024-02-28 07:53:17",369,12.34,25.7,25.09,24.5
"2024-02-28 07:53:18",370,12.34,25.7,25.09,24.53
"2024-02-28 07:53:19",371,12.34,25.7,25.11,24.53
"2024-02-28 07:53:20",372,12.34,25.7,25.12,24.53
"2024-02-28 07:53:21",373,12.34,25.7,25.12,24.53
"2024-02-28 07:53:22",374,12.34,25.67,25.06,24.51
"2024-02-28 07:53:23",375,12.34,25.7,25.16,24.49
"2024-02-28 07:53:24",376,12.34,25.7,25.01,24.44
"2024-02-28 07:53:25",377,12.34,25.7,24.97,24.4
"2024-02-28 07:53:26",378,12.34,25.7,25.05,24.38
"2024-02-28 07:53:27",379,12.34,25.67,25.03,24.36
"2024-02-28 07:53:28",380,12.34,25.7,25.1,24.37
"2024-02-28 07:53:29",381,12.34,25.67,25.03,24.32
"2024-02-28 07:53:30",382,12.34,25.67,25.02,24.27
"2024-02-28 07:53:31",383,12.34,25.67,25,24.24
"2024-02-28 07:53:32",384,12.34,25.67,24.9,24.23
"2024-02-28 07:53:33",385,12.33,25.67,24.82,24.23
"2024-02-28 07:53:34",386,12.34,25.67,24.83,24.23
"2024-02-28 07:53:35",387,12.33,25.67,24.79,24.21
"2024-02-28 07:53:36",388,12.34,25.67,24.83,24.21
"2024-02-28 07:53:37",389,12.34,25.67,24.85,24.22
"2024-02-28 07:53:38",390,12.34,25.67,24.77,24.2
"2024-02-28 07:53:39",391,12.34,25.67,24.71,24.21
"2024-02-28 07:53:40",392,12.34,25.67,24.76,24.17
"2024-02-28 07:53:41",393,12.34,25.67,24.79,24.21
"2024-02-28 07:53:42",394,12.34,25.67,24.8,24.22
"2024-02-28 07:53:43",395,12.34,25.67,24.81,24.25
"2024-02-28 07:53:44",396,12.34,25.67,24.9,24.21
"2024-02-28 07:53:45",397,12.34,25.67,24.83,24.16
"2024-02-28 07:53:46",398,12.34,25.67,24.81,24.12
"2024-02-28 07:53:47",399,12.34,25.67,24.76,24.13
"2024-02-28 07:53:48",400,12.34,25.67,24.71,24.09
"2024-02-28 07:53:49",401,12.34,25.67,24.61,24.07
"2024-02-28 07:53:50",402,12.33,25.67,24.57,24.08
"2024-02-28 07:53:51",403,12.34,25.67,24.51,24.08
"2024-02-28 07:53:52",404,12.33,25.67,24.47,24.1
"2024-02-28 07:53:53",405,12.34,25.67,24.42,24.08
"2024-02-28 07:53:54",406,12.34,25.67,24.38,24.1
"2024-02-28 07:53:55",407,12.34,25.67,24.4,24.12
"2024-02-28 07:53:56",408,12.34,25.67,24.36,24.11
"2024-02-28 07:53:57",409,12.34,25.67,24.33,24.12
"2024-02-28 07:53:58",410,12.34,25.67,24.34,24.1
"2024-02-28 07:53:59",411,12.34,25.67,24.36,24.14
"2024-02-28 07:54:00",412,12.34,25.67,24.41,24.17
"2024-02-28 07:54:01",413,12.33,25.67,24.45,24.17
"2024-02-28 07:54:02",414,12.34,25.67,24.46,24.16
"2024-02-28 07:54:03",415,12.34,25.67,24.44,24.16
"2024-02-28 07:54:04",416,12.34,25.67,24.46,24.18
"2024-02-28 07:54:05",417,12.34,25.67,24.46,24.18
"2024-02-28 07:54:06",418,12.34,25.67,24.45,24.2
"2024-02-28 07:54:07",419,12.34,25.67,24.41,24.2
"2024-02-28 07:54:08",420,12.33,25.67,24.35,24.21
"2024-02-28 07:54:09",421,12.34,25.67,24.31,24.2
"2024-02-28 07:54:10",422,12.33,25.67,24.3,24.19
"2024-02-28 07:54:11",423,12.34,25.67,24.34,24.17
"2024-02-28 07:54:12",424,12.34,25.67,24.36,24.16
"2024-02-28 07:54:13",425,12.34,25.67,24.36,24.14
"2024-02-28 07:54:14",426,12.34,25.67,24.36,24.14
"2024-02-28 07:54:15",427,12.34,25.67,24.33,24.12
"2024-02-28 07:54:16",428,12.33,25.67,24.36,24.12
"2024-02-28 07:54:17",429,12.34,25.67,24.34,24.12
"2024-02-28 07:54:18",430,12.34,25.67,24.37,24.14
"2024-02-28 07:54:19",431,12.33,25.67,24.38,24.14
"2024-02-28 07:54:20",432,12.33,25.67,24.37,24.15
